	Feature_Name	Phenotypic_Class	Value
460	efficientnet_28	OutOfFocus	0.01666765913084961
461	efficientnet_28	Polylobed	0.03949565553620706
462	efficientnet_28	Prometaphase	0.008207410211172222
463	efficientnet_28	SmallIrregular	0.0318852100438871
464	efficientnet_29	ADCCM	0.033658692991539715
465	efficientnet_29	Anaphase	0.0
466	efficientnet_29	Apoptosis	0.028340604109170577
467	efficientnet_29	Artefact	0.025308307041010593
468	efficientnet_29	Binuclear	0.06239169278806536
469	efficientnet_29	Elongated	0.002040017532157569
470	efficientnet_29	Grape	0.019005905737637975
471	efficientnet_29	Hole	0.023515568329182425
472	efficientnet_29	Interphase	0.05591477885787203
473	efficientnet_29	Large	0.05217627755417034
474	efficientnet_29	Metaphase	0.0
475	efficientnet_29	MetaphaseAlignment	0.019124784615841862
476	efficientnet_29	OutOfFocus	0.0
477	efficientnet_29	Polylobed	0.1320619026043154
478	efficientnet_29	Prometaphase	0.0
479	efficientnet_29	SmallIrregular	0.0
480	efficientnet_30	ADCCM	0.0
481	efficientnet_30	Anaphase	0.009337220617107985
482	efficientnet_30	Apoptosis	0.0011564382931137163
483	efficientnet_30	Artefact	0.023420864450346676
484	efficientnet_30	Binuclear	0.018632908370864294
485	efficientnet_30	Elongated	0.005962098688887545
486	efficientnet_30	Grape	0.020265691269973077
487	efficientnet_30	Hole	0.0
488	efficientnet_30	Interphase	0.024588955791758276
489	efficientnet_30	Large	0.0
490	efficientnet_30	Metaphase	0.005155499475810493
491	efficientnet_30	MetaphaseAlignment	1.1105494252922646e-07
492	efficientnet_30	OutOfFocus	0.01174886910391587
493	efficientnet_30	Polylobed	0.0054182857828990625
494	efficientnet_30	Prometaphase	0.021446009451615736
495	efficientnet_30	SmallIrregular	0.019113699411038694
496	efficientnet_31	ADCCM	0.017308821700745793
497	efficientnet_31	Anaphase	0.0
498	efficientnet_31	Apoptosis	0.02145337872531573
499	efficientnet_31	Artefact	0.0
500	efficientnet_31	Binuclear	0.054797056634906326
501	efficientnet_31	Elongated	0.022447259201774854
502	efficientnet_31	Grape	0.014314210575743797
503	efficientnet_31	Hole	0.0
504	efficientnet_31	Interphase	0.019920366568508714
505	efficientnet_31	Large	0.003618658306888602
506	efficientnet_31	Metaphase	0.0
507	efficientnet_31	MetaphaseAlignment	0.055257018176198554
508	efficientnet_31	OutOfFocus	0.025285871125523402
509	efficientnet_31	Polylobed	0.025574035590948233
510	efficientnet_31	Prometaphase	0.07594240005978585
511	efficientnet_31	SmallIrregular	0.0062164507395089
512	efficientnet_32	ADCCM	0.034137442257514805
513	efficientnet_32	Anaphase	0.0
514	efficientnet_32	Apoptosis	0.11883835674359422
515	efficientnet_32	Artefact	0.05360070803839404
516	efficientnet_32	Binuclear	0.08282349797571542
517	efficientnet_32	Elongated	0.03175011431567759
518	efficientnet_32	Grape	0.0
519	efficientnet_32	Hole	0.016419211292795152
520	efficientnet_32	Interphase	0.07440664271730463
521	efficientnet_32	Large	0.0
522	efficientnet_32	Metaphase	0.0177792033088696
523	efficientnet_32	MetaphaseAlignment	2.123857634175582e-07
524	efficientnet_32	OutOfFocus	0.0
525	efficientnet_32	Polylobed	0.06305016281884336
526	efficientnet_32	Prometaphase	0.04061532100252782
527	efficientnet_32	SmallIrregular	0.00290914699080396
528	efficientnet_33	ADCCM	0.08371653420671318
529	efficientnet_33	Anaphase	0.07362452383314218
530	efficientnet_33	Apoptosis	0.010911322671546356
531	efficientnet_33	Artefact	0.012744165535688986
532	efficientnet_33	Binuclear	0.13869767094908103
533	efficientnet_33	Elongated	0.017617725952444884
534	efficientnet_33	Grape	0.08789026057009071
535	efficientnet_33	Hole	0.010606843704989958
536	efficientnet_33	Interphase	0.01803670516647767
537	efficientnet_33	Large	0.0
538	efficientnet_33	Metaphase	0.029480870310083656
539	efficientnet_33	MetaphaseAlignment	1.075872114942794e-07
540	efficientnet_33	OutOfFocus	0.001818814227260952
541	efficientnet_33	Polylobed	0.11875051102702099
542	efficientnet_33	Prometaphase	0.021475211143392126
543	efficientnet_33	SmallIrregular	0.0
544	efficientnet_34	ADCCM	0.03954923534881298
545	efficientnet_34	Anaphase	0.027038041755296706
546	efficientnet_34	Apoptosis	0.05411868762432604
547	efficientnet_34	Artefact	0.0406237460601716
548	efficientnet_34	Binuclear	0.053890130960200525
549	efficientnet_34	Elongated	0.0
550	efficientnet_34	Grape	0.003117838017024058
551	efficientnet_34	Hole	0.004772535206690434
552	efficientnet_34	Interphase	0.04467151472660436
553	efficientnet_34	Large	0.0
554	efficientnet_34	Metaphase	0.037468951741874784
555	efficientnet_34	MetaphaseAlignment	0.01121872298674585
556	efficientnet_34	OutOfFocus	0.016516546586963513
557	efficientnet_34	Polylobed	0.009902667403220919
558	efficientnet_34	Prometaphase	0.005899570759996357
559	efficientnet_34	SmallIrregular	0.011912044324443474
560	efficientnet_35	ADCCM	0.06687239512623405
561	efficientnet_35	Anaphase	0.011244557473957716
562	efficientnet_35	Apoptosis	0.011934732599761397
563	efficientnet_35	Artefact	0.010986131453601064
564	efficientnet_35	Binuclear	0.07222132965632884
565	efficientnet_35	Elongated	0.015806599992901276
566	efficientnet_35	Grape	0.11464121388725328
567	efficientnet_35	Hole	0.01758024581165796
568	efficientnet_35	Interphase	0.08301169680488125
569	efficientnet_35	Large	0.023093743360326782
570	efficientnet_35	Metaphase	0.008330972513626243
571	efficientnet_35	MetaphaseAlignment	0.019687463862225443
